Corpus, Filename, Utterance number, Clause number, Location of clause start, Location of clause end,Speaker, Clause, Matrix (verb) language, Linguality of clause, Linguality of utterance, Dependent variable, Verb morphology, AoA minority language, AoA majority language, Mother's language, Father's language, Parental input,Primary school language,Secondary school language, Language of education, Identity, Social network
"Siarad","fusser18","545","4","6","11","BEU","cymryd cyffuriau a alcohol ac ati ","cym","biling","biling","wbb","take.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","545","5","12","13","BEU","a gyrru ","cym","monoW","biling","wwb","drive.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","569","1","1","7","BEU","mae rei o nhw yr oedran yna ","cym","monoW","monoW","www","be.V.3S.PRES","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","569","2","8","14","BEU","medru bod yn wyllt i chi yn_does ","cym","monoW","monoW","www","be.V.INFIN=be.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","572","1","1","3","BEU","phone yn mynd ","cym","biling","biling","wbb","go.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","577","1","1","5","BEU","dw i ddim yn gwybod ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","791","1","1","4","ARD","mynd i car wash ","cym","biling","biling","wbb","go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","793","1","1","3","BEU","ond wna i ","cym","monoW","biling","wwb","do.V.13S.PRES+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","793","2","4","5","BEU","wna i ","cym","monoW","biling","wwb","do.V.13S.PRES+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","793","3","6","14","BEU","roid y stuff ar dy ar ar alloy wheels ","cym","biling","biling","wbb","give.V.0.IMPERF+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","794","1","1","6","ARD","oh ia because mae nhw ddu ","cym","biling","biling","wbb","be.V.3S.PRES","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","796","1","1","4","BEU","er mae hynna mynd ","cym","biling","biling","wbb","be.V.3S.PRES=go.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","796","2","5","9","BEU","i gael y stuff er ","cym","biling","biling","wbb","have.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","798","1","1","6","BEU","mae gael y break fluid off ","cym","biling","biling","wbb","be.V.3S.PRES=have.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","798","2","7","7","BEU","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","799","1","1","5","ARD","y break fluid off yndy ","cym","biling","biling","wbb","be.V.3S.PRES.EMPH","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","799","2","6","6","ARD","ydy ","cym","monoW","biling","wwb","be.V.3S.PRES","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","800","1","1","9","ARD","a dan ni isio service i ceir hefyd yn_does ","cym","biling","biling","wbb","be.V.1P.PRES.SPOKEN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","801","1","1","6","BEU","mae yr ddau car isio service ","cym","biling","biling","wbb","be.V.3S.PRES","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","802","1","1","2","ARD","service oes ","cym","biling","biling","wbb","be.V.3S.PRES.INDEF","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","804","1","1","7","BEU","yeah wneud rywbeth wsnos yma i mi ","cym","biling","biling","wbb","make.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","809","1","1","10","BEU","alla i fynd â nhw ar y ffordd i gwaith ","cym","monoW","monoW","www","be_able.V.3S.PRES.SPOKEN+SM=go.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","814","1","1","1","BEU","dyna ","","monoW","monoW","","","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","814","2","2","3","BEU","baswn i ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","814","3","4","7","BEU","baswn i yn gobeithio ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN=hope.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","816","1","1","3","BEU","ond wna i ","cym","monoW","monoW","www","do.V.13S.PRES+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","816","2","4","8","BEU","wna i siarad efo nhw ","cym","monoW","monoW","www","do.V.13S.PRES+SM=talk.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","817","1","1","3","ARD","mynd ymlaen ie ","cym","monoW","monoW","www","go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","818","1","1","3","BEU","wna i wneud ","cym","monoW","monoW","www","do.V.13S.PRES+SM=make.V.INFIN+SM","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","818","2","4","4","BEU","trio ","cym","monoW","monoW","www","try.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","818","3","5","7","BEU","bwcio rywbeth fory ","cym","monoW","monoW","www","book.V.INFIN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","822","1","1","8","BEU","sut dan ni o ran bwyd wythnos yma ","cym","monoW","monoW","www","be.V.1P.PRES.SPOKEN","1","1","1","1","1","2","0","1","1","1.8"
"Siarad","fusser18","823","1","1","5","ARD","oh dan ni yn iawn ","cym","biling","biling","wbb","be.V.1P.PRES.SPOKEN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","825","1","1","3","ARD","a i siopa ","cym","monoW","monoW","www","shop.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","825","2","4","5","ARD","nos Fawrth ","cym","monoW","monoW","www","night.N.F.SG[or]go.V.2S.IMPER+NM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","827","1","1","6","ARD","tra fyddwch chi yn judo a ","cym","biling","biling","wbb","be.V.2P.FUT+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","827","2","7","8","ARD","i wneud ","cym","monoW","biling","wwb","make.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","827","3","9","9","ARD","siopa ","cym","monoW","biling","wwb","shop.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","827","4","10","14","ARD","gael yr um y basics ","cym","biling","biling","wbb","have.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","829","1","1","5","ARD","wnaeth Haf a fi fwynhau ","cym","biling","biling","wbb","do.V.3S.PAST+SM=enjoy.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","829","2","6","6","ARD","fwynhau ","cym","monoW","biling","wwb","enjoy.V.INFIN+SM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","829","3","7","8","ARD","mynd neithiwr ","cym","monoW","biling","wwb","go.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","829","4","9","11","ARD","i siopa ar ","cym","monoW","biling","wwb","shop.V.INFIN","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser18","829","5","12","14","ARD","nos Sadwrn Tesco ","cym","biling","biling","wbb","night.N.F.SG[or]go.V.2S.IMPER+NM","-99","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","173","1","1","7","STE","na dydy rhywun ddim yn sylweddoli nag ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN=realise.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","173","2","8","8","STE","ydy ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","176","1","1","3","STE","oes yna ddim ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","176","2","4","10","STE","mae yna ryw fath o um reolau ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","176","3","11","15","STE","does wedi dod i rym ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF.NEG=come.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","191","1","1","2","STE","be sy ","cym","monoW","biling","wwb","which_is.V.3SP.PRES.REL","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","191","2","3","11","STE","gennoch chi yn y boxes bach gwyrdd yna Mathew ","cym","biling","biling","wbb","grow.V.2P.PAST.SPOKEN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","197","1","1","5","MAT","do mae yn sure rywbeth ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","199","1","1","1","MAT","trio ","cym","monoW","monoW","www","try.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","199","2","2","3","MAT","cuddio rywbeth ","cym","monoW","monoW","www","hide.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","199","3","4","8","MAT","a mae hi yn fyw ","cym","monoW","monoW","www","be.V.3S.PRES=live.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","202","1","1","4","MAT","saff o fynd yna ","cym","monoW","monoW","www","go.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","204","1","1","2","STE","tent chwarae ","cym","biling","biling","wbb","play.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","208","1","1","4","STE","rhaid i ni siapio ","cym","monoW","monoW","www","shape.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","208","2","5","6","STE","i fynd ","cym","monoW","monoW","www","go.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","208","3","7","12","STE","i chwilio amdan y cathod hefyd ","cym","monoW","monoW","www","search.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","209","1","1","5","LOR","o'n i yn meddwl hynny ","cym","monoW","monoW","www","think.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","210","1","1","4","LOR","o'n i wedi meddwl ","cym","monoW","monoW","www","think.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","210","2","5","7","LOR","ffonio diwedd wsnos ","cym","monoW","monoW","www","phone.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","210","3","8","12","LOR","i ddeud gwir wrtha chdi ","cym","monoW","monoW","www","say.V.INFIN.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","210","4","13","14","LOR","i weld ","cym","monoW","monoW","www","see.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","210","5","15","21","LOR","os oedd gennyn nhw rei cathod bach ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","211","1","1","2","LOR","faswn i ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","212","1","1","5","MAT","ia mae yr amser iawn ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","212","2","6","9","MAT","i gael hi rywsut ","cym","monoW","monoW","www","have.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","212","3","10","10","MAT","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","212","4","11","11","MAT","timod ","cym","monoW","monoW","www","know.V.2S.PRES.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","215","1","1","13","LOR","o'n i wir yn teimlo pythefnos dwytha yma adra ar ben yn hun ","cym","monoW","monoW","www","feel.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","216","1","1","4","MAT","ti yn teimlo yn ","cym","monoW","monoW","www","feel.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","216","2","5","5","MAT","dwyt ","cym","monoW","monoW","www","be.V.2S.PRES.NEG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","217","1","1","4","LOR","o'n i yn methu ","cym","monoW","monoW","www","fail.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","217","2","5","8","LOR","cael cath o_gwmpas de ","cym","monoW","monoW","www","have.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","223","1","1","7","LOR","oedd o right handy cael Tigger o_gwmpas ","cym","biling","biling","wbb","be.V.3S.IMPERF=have.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","223","2","8","11","LOR","i gadw fi yn ","cym","monoW","biling","wwb","keep.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","223","3","12","12","LOR","gall ","cym","monoW","biling","wwb","be_able.V.3S.PRES[or]be_able.V.2S.IMPER[or]sane.ADJ+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","227","1","1","6","LOR","ia da am helpu fi weithiau ","cym","monoW","monoW","www","help.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","228","1","1","3","MAT","wnes i ddeud ","cym","monoW","biling","wwb","do.V.1S.PAST.SPOKEN+SM=say.V.INFIN.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","228","2","4","12","MAT","bod fi wedi bod heibio Cae'r_Gors ddiwedd yr wsnos ","cym","biling","biling","wbb","be.V.INFIN=be.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","228","3","13","17","MAT","a bod yna wal arall ","cym","monoW","biling","wwb","be.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","228","4","18","19","MAT","wedi disgyn ","cym","monoW","biling","wwb","descend.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","230","1","1","8","STE","wal tu fewn ta tu allan oedd hynna ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","233","1","1","7","STE","because does yna ddim sail yna nag ","cym","biling","biling","wbb","be.V.3S.PRES.INDEF.NEG","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","233","2","8","8","STE","oes ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","234","1","1","6","STE","o'ch chi yn deud na just ","cym","biling","biling","wbb","say.V.INFIN.SPOKEN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","234","2","7","10","STE","wedi codi nhw ar ","cym","monoW","biling","wwb","lift.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","235","1","1","2","MAT","nag oes ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","236","1","1","11","MAT","well rois i lluniau o yr ar y cyfrifiadur pnawn yma ","cym","biling","biling","wbb","give.V.1S.PAST+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","237","1","1","11","MAT","a wedyn o'n i yn sbïo drostyn nhw a yr rei ","cym","monoW","biling","wwb","look.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","237","2","12","17","MAT","dw i wedi dynnu o Cae'r_Gors ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=take.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","238","1","1","5","MAT","wedyn oedd un o'n i ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","238","2","6","13","MAT","wedi dynnu o yr wal yna tu mewn ","cym","monoW","biling","wwb","take.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","238","3","14","17","MAT","yn dangos y crack ","cym","biling","biling","wbb","show.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","240","1","1","1","LOR","dyna ","","monoW","biling","","","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","240","2","2","3","LOR","ydy o ","cym","monoW","biling","wwb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","240","3","4","8","LOR","oedd y craciau right amlwg ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","240","4","9","9","LOR","doedden ","cym","monoW","biling","wwb","be.V.3P.IMPERF.NEG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","242","1","1","6","LOR","hanner disgwyl y bysai yna broblemau ","cym","monoW","monoW","www","expect.V.2S.IMPER[or]expect.V.3S.PRES[or]expect.V.INFIN=finger.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","242","2","7","8","LOR","yn codi ","cym","monoW","monoW","www","lift.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","242","3","9","9","LOR","doedden ","cym","monoW","monoW","www","be.V.3P.IMPERF.NEG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","247","1","1","8","LOR","ti wedi bod yn tynnu lluniau yna felly ","cym","monoW","monoW","www","be.V.INFIN=take.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","249","1","1","6","STE","nôl tâp ar_gyfer yr camera video ","cym","biling","biling","wbb","back.ADV[or]fetch.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","265","1","1","8","STE","galla i wneud montage bach ar ar hwnna ","cym","biling","biling","wbb","be_able.V.3S.PRES.SPOKEN=make.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","372","1","1","18","STE","because y prawf gwaed a yr um biopsy wnaeth ddod â yr y cancer i_fyny yn lle cyntaf ","cym","biling","biling","wbb","do.V.3S.PAST+SM=come.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","373","1","1","7","STE","oedd y scan a beth bynnag arall ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","373","2","8","16","STE","a oedd y camera yr yr yr yr oesophagus ","cym","biling","biling","wbb","be.V.3S.IMPERF","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","373","3","17","18","STE","wedi gweld ","cym","monoW","biling","wwb","see.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","373","4","19","24","STE","bod yna ryw fath o irritation ","cym","biling","biling","wbb","be.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","373","5","25","28","STE","yn mynd ymlaen felly ","cym","monoW","biling","wwb","go.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","383","1","1","9","STE","well just bod o yn un peth llai wan ","cym","biling","biling","wbb","be.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","383","2","10","12","STE","i boeni amdan ","cym","monoW","biling","wwb","worry.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","383","3","13","15","STE","ydy paratoi ar_gyfer ","cym","monoW","biling","wwb","be.V.3S.PRES=prepare.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","390","1","1","3","LOR","O_H_P a ballu ","cym","biling","biling","wbb","refuse.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","390","2","4","4","LOR","does ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF.NEG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","392","1","1","4","LOR","a Power_Point a ballu ","cym","biling","biling","wbb","refuse.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","395","1","1","4","STE","oh dw i meddwl ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=think.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","395","2","5","5","STE","dyna ","","monoW","biling","","","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","395","3","6","13","STE","be fyddan ni wneud efo nos fory sti ","cym","monoW","biling","wwb","be.V.3P.FUT.SPOKEN+SM=make.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","395","4","14","18","STE","ydy sortio Power_Point yma allan ","cym","biling","biling","wbb","be.V.3S.PRES=sort.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","409","1","1","13","LOR","be oeddan nhw athrawon ta pobl sy yn gweithio mewn canolfannau awyr agored ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL=work.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","419","1","1","6","LOR","oh oes yna fwy ohonyn nhw ","cym","biling","biling","wbb","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","429","1","1","8","MAT","well pan o'n i wedi gosod un allan ","cym","biling","biling","wbb","place.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","430","1","1","5","MAT","o'n i yn gosod naw ","cym","monoW","monoW","www","place.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","432","1","1","2","MAT","wedi gosod ","cym","monoW","monoW","www","place.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","432","2","3","5","MAT","gosod y dwytha ","cym","monoW","monoW","www","place.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","432","3","6","8","MAT","mynd yn_ôl wan ","cym","monoW","monoW","www","go.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","433","1","1","5","MAT","wnaeth ddynes ddod i yng ","cym","monoW","monoW","www","do.V.3S.PAST+SM=come.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","433","2","6","7","MAT","nghwrdd i ","cym","monoW","monoW","www","meet.V.INFIN+NM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","435","1","1","2","MAT","yn chwifio ","cym","monoW","monoW","www","wave.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","436","1","1","3","LOR","meddwl bo chdi ","cym","monoW","monoW","www","think.V.2S.IMPER","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","436","2","4","6","LOR","wedi gadael o ","cym","monoW","monoW","www","leave.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","437","1","1","1","STE","control ","eng","monoE","monoE","eee","control.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","440","1","1","3","MAT","medda hi de ","cym","monoW","monoW","www","own.V.2S.IMPER","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","441","1","1","4","MAT","um ia iawn yndy ","cym","biling","biling","wbb","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","442","1","1","2","MAT","medda fi ","cym","monoW","monoW","www","own.V.2S.IMPER","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","443","1","1","4","MAT","oh my dog had ","eng","biling","biling","ebb","had.V.PAST","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","443","2","5","8","MAT","got hold of it ","eng","monoE","biling","eeb","got.V.PASTPART","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","445","1","1","9","MAT","wedyn chwarae teg iddyn nhw fedri di ddim roi ","cym","monoW","monoW","www","be.V.2S.PRES+SM=give.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","445","2","10","12","MAT","bai ar gi ","cym","monoW","monoW","www","fault.N.M.SG[or]be.V.3S.SUBJ.PAST","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","445","3","13","14","MAT","na elli ","cym","monoW","monoW","www","be_able.V.2S.PRES+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","447","1","1","8","LOR","be oedda chdi wrthi yn gosod pethau allan ","cym","monoW","monoW","www","be.V.2S.PAST.NORTH=place.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","447","2","9","10","LOR","oedda chdi ","cym","monoW","monoW","www","be.V.2S.PAST.NORTH","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","451","1","1","3","LOR","mae hynna yn ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","451","2","4","8","LOR","mae hynna yn synnu fi ","cym","monoW","monoW","www","be.V.3S.PRES=astonish.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","452","1","1","3","LOR","achos dw i ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","452","2","4","5","LOR","dw i ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","452","3","6","6","LOR","timod ","cym","monoW","biling","wwb","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","452","4","7","20","LOR","pan dan ni wedi bod yn wneud pethau yn Glynllifon yr un ti wir ","cym","biling","biling","wbb","be.V.1P.PRES.SPOKEN=be.V.INFIN=make.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","453","1","1","2","LOR","oh timod ","cym","biling","biling","wbb","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","453","2","3","7","LOR","dan ni yn colli nhw ","cym","monoW","biling","wwb","be.V.1P.PRES.SPOKEN=lose.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","453","3","8","10","LOR","colli yr controls ","cym","biling","biling","wbb","lose.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","454","1","1","5","LOR","ond ti wir yn meddwl ","cym","monoW","monoW","www","think.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","458","1","1","4","STE","mae o yn mynd ","cym","monoW","biling","wwb","be.V.3S.PRES=go.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","458","2","5","11","STE","i edrych yn nice ar top car ","cym","biling","biling","wbb","look.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","464","1","1","1","STE","benthyg ","cym","monoW","monoW","www","lend.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","466","1","1","2","STE","ia benthyg ","cym","monoW","monoW","www","lend.V.INFIN","1","2","0","0","0","1","1","1","1","1"
